,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2295,995,15722404,S1628,625,S0,Male,42,5,62397.41,2,1,0,89485.65,0
2296,1957,15814465,S306,557,S0,Female,53,5,126551.46,1,1,0,117632.65,1
2297,6635,15571476,S2297,652,S1,Male,34,3,91258.45,1,1,1,91159.99,0
2298,8754,15615624,S865,585,S0,Male,60,6,97909.38,1,0,0,91060.75,1
2299,4278,15734491,S1010,548,S2,Male,51,5,62397.41,1,0,1,119605.81,1
2300,3157,15791958,S741,635,S0,Female,47,5,137025.13,1,1,0,112971.17,0
2301,8586,15799350,S43,590,S1,Female,54,3,101276.3,1,0,0,116227.08,1
2302,3434,15591552,S875,635,S0,Male,41,6,149881.51,1,1,1,97845.37,0
2303,3026,15575002,S1979,636,S0,Male,51,3,62397.41,3,1,1,139022.37,1
2304,6231,15749693,S206,553,S2,Male,41,4,101555.68,1,1,0,86082.56,0
2305,4016,15666197,S2017,587,S2,Female,62,3,62397.41,2,0,1,101353.2,0
2306,1101,15717328,S2378,647,S0,Male,42,4,62397.41,2,1,0,85795.19,0
2307,6706,15758039,S1376,624,S2,Male,41,4,62397.41,1,0,0,131021.49,0
2308,8022,15796015,S1804,644,S0,Male,42,3,62397.41,1,1,1,63305.18,0
2309,3803,15726776,S2194,597,S0,Male,39,6,62397.41,1,1,0,109003.23,1
2310,8196,15749019,S466,668,S0,Female,39,5,62397.41,2,1,1,138528.29,0
2311,1180,15631639,S899,565,S1,Male,42,6,133211.83,2,1,1,107673.44,0
2312,7847,15658486,S1321,640,S1,Male,37,4,117761.27,1,0,1,89316.21,0
2313,5214,15620579,S1473,665,S2,Male,47,4,62397.41,2,1,1,114903.29,0
2314,7798,15569120,S740,731,S0,Male,40,4,62397.41,2,0,1,141843.81,0
2315,1554,15635078,S1167,651,S0,Female,42,5,129339.41,1,0,0,111636.71,0
2316,2992,15736730,S484,550,S0,Male,43,3,119170.58,2,1,0,98978.65,0
2317,1910,15794792,S804,694,S2,Male,44,3,143128.83,1,0,1,59027.3,0
2318,5286,15704315,S1882,747,S0,Male,34,6,62397.41,1,1,0,130556.83,0
2319,5959,15749489,S1425,711,S0,Female,65,5,111186.74,1,0,1,113246.5,0
2320,8629,15701318,S1133,638,S0,Male,47,6,62397.41,2,1,1,131997.95,0
2321,518,15641480,S761,556,S0,Male,35,6,62397.41,2,1,1,79840.48,0
2322,9585,15803121,S2527,734,S2,Female,35,6,146962.74,1,1,1,101190.35,0
2323,9022,15625247,S1184,738,S2,Female,38,3,62397.41,2,1,1,75757.73,0
2324,8423,15569264,S294,615,S0,Male,43,3,62397.41,2,1,0,100172.4,0
2325,909,15654891,S2456,671,S0,Female,33,5,117013.18,2,1,0,138241.81,0
2326,1503,15600651,S1360,669,S1,Female,50,5,133019.24,1,1,0,117808.32,0
2327,229,15571666,S392,672,S1,Male,46,5,129051.08,2,1,0,71536.5,0
2328,5619,15756560,S2322,565,S2,Female,53,6,62397.41,1,1,0,110916.19,1
2329,8099,15751748,S1899,544,S0,Female,48,3,62397.41,1,1,0,87784.72,1
2330,3492,15620750,S1453,595,S2,Male,34,6,100709.62,1,1,0,128705.42,0
2331,7358,15770030,S1409,631,S1,Female,32,5,82614.64,1,1,1,133283.71,0
2332,6337,15587421,S1156,584,S0,Male,44,3,62397.41,2,0,0,87489.63,0
2333,8783,15628298,S1137,629,S2,Female,35,6,113805.42,1,1,1,124595.64,0
2334,3067,15720847,S1269,617,S1,Female,37,6,128918.17,2,1,1,89027.18,0
2335,1400,15754569,S203,717,S0,Male,42,3,144719.24,2,1,0,89733.86,0
2336,8790,15670354,S414,562,S0,Male,43,4,62397.41,2,1,0,73105.46,0
2337,6789,15603565,S1125,608,S1,Female,47,5,122064.9,1,1,0,114272.02,1
2338,3360,15683677,S2270,588,S2,Female,37,5,62397.41,2,1,0,137547.35,0
2339,2781,15668594,S1478,639,S0,Male,54,6,62397.41,1,1,1,126647.01,1
2340,4750,15785290,S1495,657,S1,Female,42,6,111762.54,2,1,0,134988.65,1
2341,5736,15804814,S2359,622,S0,Female,29,7,124854.87,1,0,0,100241.97,0
2342,4489,15687688,S476,650,S2,Male,44,6,62397.41,1,1,0,89740.52,0
2343,4749,15605447,S1183,647,S2,Male,44,5,110302.34,1,1,1,84258.61,0
2344,6634,15721917,S1554,519,S2,Female,37,5,62397.41,1,1,0,119634.62,1
2345,7135,15767474,S1920,641,S0,Male,35,5,145728.79,1,1,0,120007.27,0
2346,7943,15643794,S2430,652,S1,Female,43,4,141674.5,2,1,0,126689.88,0
2347,5273,15675749,S1087,635,S0,Female,44,5,134554.82,1,1,1,138070.12,0
2348,259,15799480,S390,698,S1,Male,39,5,123365.6,2,1,1,82720.88,0
2349,6837,15752300,S1542,604,S2,Female,44,4,107513.39,1,0,0,142189.81,1
2350,3058,15797010,S2329,735,S1,Male,45,4,106530.01,2,1,1,84967.69,0
2351,3671,15620268,S696,638,S2,Female,45,5,115181.9,1,1,0,78012.45,0
2352,8730,15754926,S1481,525,S0,Female,42,4,148802.62,1,1,0,79532.74,1
2353,5353,15766183,S1844,706,S0,Female,35,3,98215.24,2,0,1,86728.98,0
2354,8609,15627220,S1967,561,S1,Male,62,6,114312.37,2,1,1,113028.8,0
2355,1907,15636860,S266,571,S1,Male,48,4,103757.54,1,1,0,105332.91,1
2356,3065,15650424,S1269,684,S1,Female,44,3,120402.93,2,0,0,134182.45,0
2357,5253,15604295,S1727,585,S0,Female,51,6,62397.41,2,1,1,82074.03,0
2358,7536,15718673,S994,664,S0,Female,42,4,124667.68,1,1,0,66514.04,0
2359,3755,15624781,S2179,625,S0,Male,33,5,62397.41,2,1,0,100886.44,0
2360,6221,15614687,S1666,660,S1,Male,57,4,116085.77,1,0,1,127008.36,0
2361,4947,15573456,S524,615,S0,Male,39,5,119199.45,2,1,1,81582.77,0
2362,9319,15709941,S1486,674,S1,Female,38,5,116079.73,1,1,1,90229.29,0
2363,8756,15610383,S1185,668,S0,Female,34,3,129248.99,1,1,0,111390.77,0
2364,1274,15568025,S1960,736,S1,Female,53,4,125200.7,1,0,1,113281.5,1
2365,7389,15782941,S1790,627,S2,Female,50,5,117750.86,3,0,1,137255.36,1
2366,4491,15635177,S1085,557,S0,Female,49,5,62397.41,1,0,0,140360.28,1
2367,9861,15809286,S404,617,S2,Male,39,5,62397.41,2,1,0,138384.51,0
2368,8470,15693926,S952,521,S0,Male,36,6,113909.79,1,0,1,134508.62,0
2369,3490,15678067,S1665,580,S2,Male,44,3,62397.41,2,1,0,114561.53,0
2370,5058,15797595,S1215,652,S0,Male,40,6,62397.41,1,1,0,128479.83,0
2371,9091,15803654,S1168,654,S1,Male,63,6,141354.43,1,1,1,99784.5,0
2372,6621,15654300,S2532,652,S0,Male,42,6,130028.59,1,1,0,69241.21,0
2373,1952,15657957,S2160,658,S1,Male,46,4,119740.6,1,0,1,125444.04,0
2374,7311,15617166,S1189,656,S2,Female,47,6,62397.41,1,0,1,125096.21,0
2375,2973,15615207,S2001,674,S1,Female,41,4,95194.09,2,1,0,69726.12,0
2376,2702,15729083,S1497,690,S0,Male,44,5,62397.41,2,1,1,67182.34,0
2377,776,15672145,S2051,596,S1,Male,44,2,138840.22,2,1,1,92995.1,0
2378,8114,15758073,S694,607,S0,Female,39,2,95016.8,2,1,0,101031.88,0
2379,6599,15790750,S1802,747,S1,Female,52,4,118881.97,1,1,0,93847.94,1
2380,1313,15637788,S1882,713,S1,Female,41,3,112561.08,1,0,1,73226.26,0
2381,3340,15760431,S408,631,S2,Male,32,4,120516.96,2,1,0,87426.26,0
2382,7842,15808960,S1818,637,S0,Male,39,6,62397.41,2,1,1,93277.99,0
2383,3276,15596339,S479,663,S2,Male,37,5,62397.41,2,1,1,86264.89,0
2384,662,15651001,S2233,703,S0,Female,34,5,88088.82,1,1,1,87449.18,1
2385,4285,15665385,S11,631,S1,Female,44,4,129461.64,1,0,1,121796.95,0
2386,2915,15703394,S2302,614,S0,Male,44,5,122101.44,1,1,0,139454.97,0
2387,795,15779809,S683,684,S1,Female,46,3,125493.44,1,1,0,116361.77,1
2388,5817,15613923,S1054,588,S0,Female,55,5,62397.41,1,1,1,67051.47,0
2389,1452,15623695,S2351,607,S2,Male,43,6,121806.33,1,1,0,67422.55,0
2390,7535,15622518,S121,561,S1,Male,49,4,128658.57,1,1,0,128243.24,1
2391,3471,15711251,S1186,753,S0,Male,37,6,62397.41,2,1,0,133422.36,0
2392,5835,15775104,S1906,637,S0,Female,37,5,62397.41,2,1,0,88189.15,0
2393,9888,15728906,S412,753,S0,Female,36,7,62397.41,2,1,1,142389.88,0
2394,1393,15755722,S490,505,S1,Male,33,4,130853.95,1,1,0,132604.89,0
2395,4644,15617304,S1600,646,S0,Female,39,3,94109.43,1,1,1,74785.12,0
2396,1502,15634180,S1495,591,S0,Male,38,3,62397.41,2,0,0,70957.39,0
2397,7104,15758769,S80,660,S2,Female,51,2,142127.86,1,1,0,139845.17,0
2398,6767,15792607,S2419,598,S0,Female,46,5,62397.41,3,1,1,100308.21,1
2399,6411,15628824,S1368,618,S1,Female,32,4,131739.41,1,0,1,131681.73,0
2400,940,15599211,S693,721,S0,Male,39,6,140048.16,1,1,0,138829.81,0
2401,5171,15720083,S1779,642,S0,Female,37,3,91312.45,1,1,1,134792.73,1
2402,6855,15792565,S1269,669,S1,Male,54,4,131750.51,2,0,1,79315.08,1
2403,9767,15613172,S1439,587,S1,Female,39,5,128564.19,2,0,0,91408.86,0
2404,1,15652540,S2574,553,S0,Male,38,3,135213.03,1,0,0,137276.66,0
2405,9167,15679642,S1160,728,S0,Male,32,5,117462.27,1,1,0,135481.75,0
2406,9750,15640789,S449,625,S2,Male,38,5,62397.41,2,1,1,67826.87,0
2407,4809,15716155,S266,555,S2,Male,41,5,62397.41,2,1,0,83235.51,0
2408,9378,15775116,S602,711,S2,Male,32,7,111679.41,1,1,1,118093.97,0
2409,6820,15589401,S2173,669,S0,Male,41,6,129691.21,1,1,1,118382.15,0
2410,57,15713250,S750,555,S0,Male,40,4,141149.53,1,1,0,142196.62,0
2411,3267,15803378,S2278,625,S0,Female,44,5,62397.41,1,1,0,111470.44,0
2412,7830,15723481,S1300,722,S0,Female,44,5,111534.54,1,1,0,99423.45,1
2413,8081,15585067,S1850,596,S1,Male,44,3,123989.78,2,1,1,75381.78,0
2414,8026,15654379,S441,611,S0,Male,37,4,129668.52,1,1,1,70860.08,0
2415,7906,15649150,S1044,615,S2,Male,38,5,116154.94,1,1,1,114783.06,0
2416,5833,15599956,S2041,636,S2,Female,39,6,120403.14,1,0,1,58171.07,0
2417,7896,15578098,S1944,634,S0,Male,37,4,62397.41,2,0,1,64783.62,0
2418,3866,15762228,S1393,536,S2,Male,36,3,62397.41,2,1,0,81048.87,0
2419,8040,15623471,S556,511,S0,Female,34,5,140743.42,2,0,0,87585.2,0
2420,3871,15629338,S2572,606,S0,Male,42,5,62397.41,1,1,1,84367.9,0
2421,9735,15645904,S2496,676,S2,Female,41,4,121966.59,1,0,0,113245.09,1
2422,5052,15684348,S401,556,S0,Male,48,6,62397.41,1,0,0,111264.5,1
2423,684,15591286,S1650,696,S1,Female,49,6,110408.07,1,1,0,88655.59,0
2424,3470,15677173,S1482,626,S1,Male,44,5,140252.65,1,1,1,78617.81,0
2425,3854,15749519,S2465,680,S0,Male,34,5,62397.41,2,1,0,123097.46,0
2426,8498,15694860,S1196,693,S2,Male,49,5,120730.08,1,1,0,124054.93,1
2427,3739,15748673,S1632,618,S0,Male,42,5,62397.41,2,1,1,92629.19,0
2428,9129,15704770,S2252,603,S2,Male,42,5,127021.94,1,1,1,139884.53,0
2429,3581,15716984,S464,639,S2,Male,42,6,62397.41,1,0,1,94653.59,0
2430,7281,15640161,S1128,718,S0,Female,60,6,120835.95,1,1,1,135791.08,0
2431,9252,15665087,S1056,606,S0,Male,53,4,104399.45,1,0,0,58042.04,0
2432,3977,15654959,S501,572,S0,Male,44,7,84023.99,1,1,0,129958.43,0
2433,3513,15604158,S1507,553,S2,Female,58,5,62397.41,2,0,1,128905.12,0
2434,578,15628123,S2406,660,S0,Male,36,4,125569.79,1,1,1,121932.99,0
2435,2904,15751022,S802,654,S1,Female,44,4,101660.9,4,1,0,108183.31,1
2436,5209,15792473,S1703,644,S0,Male,37,3,116852.53,1,0,1,74001.81,0
2437,9936,15683522,S2381,633,S0,Female,43,5,109959.79,2,1,1,120796.46,0
2438,4917,15734765,S2032,562,S0,Male,43,5,62397.41,2,1,1,94379.46,0
2439,1875,15664907,S1548,592,S1,Female,44,7,125492.0,1,1,0,109137.01,1
2440,2851,15583680,S921,555,S0,Male,36,4,114059.14,1,1,0,81296.54,0
2441,7413,15726747,S930,636,S0,Female,29,5,146677.44,1,1,0,82128.1,0
2442,7607,15596939,S2550,742,S0,Male,59,3,62397.41,1,0,1,111813.7,1
2443,8745,15643574,S468,631,S1,Male,51,6,125443.31,1,1,1,64807.81,1
2444,2825,15776156,S875,625,S0,Male,44,5,62397.41,2,1,0,85300.33,0
2445,7009,15670615,S1023,621,S1,Female,41,6,103225.15,2,1,0,141096.41,0
2446,7511,15724691,S877,694,S0,Male,42,5,62397.41,1,1,1,106858.82,0
2447,7442,15815131,S248,603,S1,Male,44,3,135153.86,2,1,1,128319.39,0
2448,8133,15662426,S2382,662,S0,Male,47,2,103004.87,1,1,1,69189.56,0
2449,7814,15581295,S126,602,S1,Female,33,5,141699.25,2,1,1,82339.21,0
2450,3594,15775625,S266,674,S1,Female,42,2,125714.81,1,0,0,125560.58,0
2451,7581,15724200,S1862,692,S0,Male,36,7,136651.46,1,0,1,97856.26,0
2452,9656,15736126,S2347,609,S2,Male,52,5,103520.0,1,1,1,129378.6,0
2453,4563,15685279,S524,653,S1,Male,36,6,135051.09,2,1,0,118462.57,0
2454,7456,15648735,S984,688,S0,Male,33,5,141805.96,2,1,0,119561.42,0
2455,9518,15754526,S2373,688,S1,Female,35,3,118222.71,1,1,0,88647.72,1
2456,2331,15597467,S874,633,S0,Female,51,7,62397.41,4,1,0,133677.37,1
2457,2974,15694296,S379,633,S0,Male,36,3,108614.99,1,1,0,73264.13,0
2458,8425,15655232,S1725,572,S0,Male,44,7,132727.37,1,1,1,102431.29,0
2459,1287,15767594,S877,622,S2,Female,39,6,62397.41,2,0,0,68587.25,0
2460,4287,15665783,S2420,701,S1,Female,47,5,111478.52,1,1,0,111613.04,0
2461,207,15646558,S2552,571,S0,Female,49,5,62397.41,2,1,1,84582.9,0
2462,9751,15745307,S1523,660,S0,Male,49,4,113280.51,2,0,1,133060.47,1
2463,7505,15733797,S446,706,S0,Male,50,3,134153.38,1,1,1,61006.96,0
2464,8239,15678057,S816,669,S1,Male,44,4,119919.25,2,1,1,94609.17,0
2465,271,15792650,S1925,655,S0,Female,39,5,62397.41,2,1,0,127222.75,0
2466,7007,15737080,S709,695,S1,Male,38,2,117447.09,2,1,1,81383.1,0
2467,154,15738835,S1592,506,S0,Female,38,7,62397.41,1,1,1,122014.58,0
2468,129,15627360,S2144,538,S0,Male,58,5,101078.89,2,1,1,93052.43,0
2469,5284,15745624,S47,660,S2,Male,42,7,110150.61,1,1,1,102222.17,0
2470,9285,15609669,S875,623,S0,Female,41,5,62397.41,1,1,0,127296.09,0
2471,2929,15583137,S194,681,S0,Male,43,3,62397.41,2,1,1,117777.04,0
2472,7546,15718280,S1122,674,S0,Male,45,4,114134.18,1,0,0,58021.81,0
2473,3326,15584704,S2549,605,S0,Male,42,3,82172.41,1,1,1,133262.71,1
2474,1891,15629744,S1607,688,S0,Male,41,7,62397.41,2,1,1,135206.75,0
2475,3284,15687607,S561,642,S0,Female,47,5,86464.73,1,1,1,80603.07,0
2476,3788,15572050,S224,660,S0,Female,34,3,110105.27,1,1,1,74655.16,0
2477,641,15668629,S627,648,S1,Female,39,5,123245.01,1,1,0,81726.49,0
2478,9280,15737047,S1892,515,S1,Male,39,3,109985.58,2,1,0,116348.25,0
2479,2590,15585595,S323,650,S0,Female,42,5,126538.45,1,1,0,110131.94,0
2480,3095,15777923,S1269,753,S0,Male,46,5,62397.41,2,1,1,131376.08,0
2481,5164,15570947,S643,674,S0,Female,44,5,62397.41,2,1,1,109594.26,0
2482,7013,15693732,S2469,656,S1,Female,46,7,122001.05,1,1,1,126019.08,1
2483,6530,15722479,S2312,671,S2,Male,39,3,62397.41,2,1,1,96991.83,0
2484,4246,15675794,S2045,627,S2,Female,55,3,129584.3,1,0,1,64780.0,0
2485,2191,15656912,S401,663,S2,Male,39,4,62397.41,2,1,0,88538.45,0
2486,2091,15600174,S2271,679,S0,Female,43,3,112160.92,1,1,0,140337.95,0
2487,7134,15590078,S823,615,S1,Male,41,3,153706.71,2,1,1,81958.69,0
2488,3126,15674928,S498,606,S2,Male,52,3,124155.18,1,1,1,121093.82,0
2489,3167,15643635,S1091,696,S0,Male,52,6,103465.7,1,1,1,107019.56,0
2490,7806,15771742,S2346,706,S0,Male,33,3,130703.45,1,1,0,88809.34,0
2491,9736,15736534,S765,607,S1,Female,29,2,121381.51,1,0,0,105761.02,1
2492,1435,15713621,S1481,678,S2,Female,46,6,126938.56,1,0,1,116580.26,0
2493,3494,15568106,S864,682,S2,Female,42,2,139175.86,1,1,1,78330.28,0
2494,9624,15639662,S98,623,S0,Male,42,5,111746.78,1,0,1,131178.89,0
2495,1788,15672012,S2264,677,S1,Female,39,5,112178.83,2,1,1,81330.74,0
2496,1694,15611544,S1344,517,S1,Male,53,3,121422.72,1,0,0,89337.17,1
2497,3879,15648933,S1500,613,S2,Male,41,6,62397.41,2,1,1,102062.75,0
2498,6459,15599004,S197,647,S0,Female,31,5,121737.73,2,1,1,140541.12,0
2499,3309,15584536,S381,604,S0,Female,49,5,62397.41,1,1,1,111052.35,0
2500,2566,15622370,S12,614,S1,Male,54,4,121064.89,1,1,0,104461.18,1
2501,9122,15756804,S965,626,S2,Male,35,2,62397.41,2,1,0,108251.3,0
2502,189,15640034,S2044,588,S2,Female,48,6,96355.24,1,1,0,76425.13,1
2503,2195,15725679,S117,649,S0,Male,42,5,139659.48,1,1,0,100561.85,0
2504,5639,15596962,S467,553,S0,Male,36,5,62397.41,2,1,1,102316.01,0
2505,1016,15674929,S1319,592,S1,Male,50,5,129055.11,3,1,0,72935.85,1
2506,2395,15606115,S604,709,S2,Male,39,4,62397.41,2,1,0,70604.22,0
2507,5180,15799910,S545,577,S2,Male,37,2,125311.6,1,1,1,88427.39,0
2508,6127,15618363,S347,753,S0,Male,39,5,133243.46,1,0,0,59008.42,0
2509,1531,15624229,S2275,658,S0,Male,42,3,62397.41,2,1,1,99870.59,0
2510,8382,15703763,S2348,648,S0,Female,32,5,120171.52,2,0,1,115196.96,0
2511,8291,15797733,S1394,587,S0,Male,35,4,62397.41,2,1,1,132682.29,0
2512,1145,15755262,S1479,626,S1,Male,39,5,111969.75,2,1,1,74617.32,0
2513,9914,15684801,S28,533,S1,Male,34,4,113789.6,1,1,1,119501.71,0
2514,9733,15785654,S1500,715,S0,Male,34,5,62397.41,2,1,0,101532.14,0
2515,3949,15596212,S1080,605,S0,Male,53,5,62397.41,2,0,1,79750.25,0
2516,5831,15673995,S898,611,S2,Male,42,4,110719.84,1,0,0,99574.17,0
2517,5077,15638003,S1376,653,S1,Male,34,3,134130.32,1,1,1,122775.04,0
2518,2121,15618255,S248,620,S1,Female,57,4,110510.55,1,0,0,99125.74,1
2519,895,15604818,S2294,625,S1,Male,31,7,118595.22,2,1,1,135282.21,0
2520,4666,15649379,S2291,566,S2,Female,38,4,62397.41,1,1,0,97766.17,0
2521,5901,15747208,S733,722,S1,Male,35,5,146663.75,2,1,1,104733.14,0
2522,2797,15668104,S1481,653,S2,Female,30,6,62397.41,2,1,1,123268.53,0
2523,8371,15802560,S1397,753,S0,Male,37,4,62397.41,2,0,0,122219.58,0
2524,696,15705885,S1233,678,S1,Male,47,4,117143.6,2,1,0,93331.35,1
2525,8532,15640074,S1790,661,S1,Female,57,5,131580.54,1,1,0,118259.54,1
2526,4581,15783019,S381,652,S1,Female,55,5,118509.56,1,1,1,91739.67,0
2527,3712,15654456,S1532,711,S0,Male,41,3,137182.98,2,1,1,140650.48,0
2528,6076,15590201,S2364,669,S2,Female,49,3,144704.83,1,0,0,124378.98,1
2529,4748,15690134,S1469,550,S2,Female,45,5,62397.41,2,1,1,72136.14,0
2530,2186,15672237,S2039,596,S1,Male,39,3,106610.5,2,0,1,123923.71,0
2531,800,15649060,S468,572,S2,Male,38,4,62397.41,2,1,1,80630.92,0
2532,7048,15681554,S1647,724,S0,Male,39,5,62397.41,2,1,0,106661.22,0
2533,3688,15630704,S1228,660,S0,Male,38,4,62397.41,2,1,1,130067.29,0
2534,3376,15628767,S2256,631,S1,Male,44,3,107741.71,1,1,0,131582.8,0
2535,109,15783029,S1355,646,S1,Male,45,3,108947.23,2,1,0,61156.84,0
2536,1344,15669606,S827,651,S0,Male,54,5,62397.41,2,1,1,97829.64,0
2537,6936,15703482,S617,690,S1,Female,38,5,96320.92,2,0,1,90387.19,0
2538,2508,15784148,S1415,593,S0,Male,32,5,125942.85,1,1,0,82489.73,0
2539,2913,15701121,S1458,497,S2,Male,39,6,139199.23,1,1,0,65881.4,0
2540,1958,15782608,S1885,581,S0,Male,38,6,121372.14,2,0,1,84201.75,0
2541,7488,15613712,S1015,652,S1,Female,49,5,148311.1,1,1,0,131090.88,1
2542,8117,15653715,S2241,685,S0,Male,44,5,62397.41,2,0,0,118644.11,0
2543,8142,15711901,S1735,647,S1,Male,38,4,132574.49,1,1,1,107748.35,1
2544,1746,15669411,S377,653,S0,Female,38,5,62397.41,2,0,1,132972.06,0
2545,8143,15604813,S1825,522,S1,Female,38,5,136080.81,2,1,1,88507.95,0
2546,2082,15779496,S382,726,S0,Male,45,5,121843.17,1,1,1,68514.45,0
2547,2881,15790678,S2153,626,S0,Male,44,6,109231.98,1,1,0,88905.4,0
2548,6978,15698872,S2563,541,S0,Female,41,3,102581.84,1,0,1,131491.66,1
2549,7024,15619708,S1074,663,S1,Male,40,5,133109.81,2,1,0,128809.69,0
2550,7121,15601873,S2179,701,S0,Male,38,5,155738.81,1,1,1,101064.33,0
2551,757,15699450,S1850,496,S0,Male,60,5,143308.62,1,1,1,128893.77,0
2552,8485,15566380,S2055,658,S0,Female,37,6,62397.41,2,1,1,140842.94,0
2553,8573,15782181,S1928,628,S1,Male,47,4,109622.59,1,1,0,73057.61,1
2554,2034,15698902,S1382,653,S1,Female,36,4,102072.82,1,1,0,109404.82,1
2555,3877,15727021,S1890,619,S0,Male,36,5,62397.41,2,0,1,110994.85,0
2556,1658,15578045,S38,638,S0,Male,39,3,62397.41,2,0,1,66650.06,0
2557,976,15654870,S2149,669,S2,Male,39,5,62397.41,2,1,0,139528.43,0
2558,3455,15591169,S1434,511,S0,Male,36,5,116176.66,1,1,1,122695.97,0
2559,6065,15686812,S1501,646,S0,Male,39,5,148589.97,1,0,0,91121.86,0
2560,2470,15638247,S296,687,S1,Female,40,3,136170.77,1,1,0,137942.66,0
2561,7299,15617991,S919,604,S1,Male,32,6,161770.93,2,1,1,106851.41,0
2562,6568,15639252,S1497,677,S2,Female,55,3,115409.31,1,1,1,77078.79,0
2563,3551,15694349,S1700,753,S0,Male,44,5,111321.22,1,0,1,95249.44,0
2564,760,15654964,S1407,596,S0,Male,51,5,103264.6,1,1,1,135631.67,0
2565,3433,15593499,S1500,604,S1,Male,59,3,145088.16,2,1,1,72720.81,0
2566,351,15597896,S358,641,S0,Male,34,5,141212.17,1,1,1,120989.37,0
2567,6484,15634267,S2194,618,S0,Female,41,3,117892.56,1,1,1,78327.93,0
2568,6495,15709741,S2397,600,S2,Male,35,5,62397.41,2,1,0,63747.55,0
2569,1941,15753639,S256,633,S1,Male,42,3,135582.13,2,0,0,136665.12,0
2570,6959,15804052,S1386,590,S0,Male,39,4,62397.41,2,0,1,82626.54,0
2571,6408,15741403,S1426,509,S1,Female,35,4,132755.76,1,1,0,115655.15,0
2572,2375,15718057,S2427,607,S0,Female,30,5,115486.81,1,1,1,73049.53,0
2573,592,15610165,S745,628,S1,Male,32,2,108837.38,1,1,1,65545.48,0
2574,2511,15595883,S1458,619,S1,Male,44,6,126331.76,4,1,0,97398.97,1
2575,7568,15608595,S2561,709,S1,Female,44,3,100329.31,1,1,1,79988.65,0
2576,5025,15585106,S176,550,S2,Female,37,4,135387.58,2,0,0,119187.36,0
2577,9803,15808386,S1306,639,S1,Male,34,5,120822.59,2,1,1,97938.63,0
2578,9282,15793478,S379,744,S1,Female,38,4,117280.48,2,1,0,80975.98,0
2579,3998,15655252,S608,556,S0,Male,59,3,62397.41,2,1,1,138819.22,0
2580,5319,15742210,S2277,691,S1,Male,62,5,154139.49,2,1,1,140543.63,0
2581,4840,15755196,S2476,655,S2,Male,34,6,120859.83,1,1,1,92886.39,0
2582,8652,15745107,S1785,599,S1,Male,43,3,157378.62,2,0,1,132349.38,0
2583,1496,15768219,S1093,525,S1,Male,40,4,132118.58,1,1,1,77591.61,1
2584,2383,15707974,S1859,667,S0,Male,42,4,128032.33,1,1,1,123366.37,0
2585,4204,15778155,S311,647,S0,Female,49,3,62397.41,2,1,1,71240.29,0
2586,1117,15720508,S2205,529,S2,Female,37,5,62397.41,1,1,0,103003.67,0
2587,6134,15790267,S2527,592,S2,Male,45,5,122827.84,1,1,0,140314.39,0
2588,7808,15755084,S203,570,S2,Female,39,4,62397.41,2,1,0,117116.57,0
2589,1519,15749727,S1861,647,S0,Male,46,5,113833.35,1,1,1,91355.51,0
2590,9300,15610686,S2460,603,S1,Male,29,6,145897.25,1,1,1,103397.76,0
2591,5021,15650034,S1263,718,S2,Male,39,6,62397.41,2,0,0,96322.06,0
2592,7683,15625311,S210,585,S1,Male,37,5,128829.26,2,0,0,97353.15,0
2593,4459,15583364,S1874,603,S0,Male,44,5,108442.75,1,1,1,69594.44,0
2594,379,15745433,S1951,699,S2,Male,63,6,137067.13,1,0,1,94578.68,0
2595,739,15770567,S1088,536,S0,Female,36,4,62397.41,2,1,0,127533.74,0
2596,8205,15606435,S1749,580,S0,Male,42,5,62397.41,1,1,1,103599.22,0
2597,5855,15673367,S1014,680,S2,Female,34,4,62397.41,2,1,0,73532.48,0
2598,6160,15609637,S364,630,S0,Female,55,6,141293.86,1,1,0,95500.1,1
2599,9231,15652981,S294,487,S0,Male,39,5,62397.41,2,1,0,80884.97,0
2600,4629,15693322,S1426,674,S0,Female,42,3,62397.41,2,1,0,87600.42,0
2601,3451,15780805,S1363,542,S0,Male,44,4,91960.94,2,1,1,116372.85,0
2602,5618,15642391,S1092,660,S1,Male,55,3,118897.94,2,0,0,97444.49,1
2603,1675,15654025,S2432,579,S0,Female,42,3,125664.47,2,1,1,103332.67,0
2604,1972,15589969,S1406,553,S0,Male,47,7,121991.1,2,0,0,92403.84,0
2605,1878,15582741,S325,545,S2,Female,44,3,62397.41,1,1,1,135738.18,0
2606,2323,15695585,S1481,579,S1,Female,48,3,96694.6,2,1,1,104067.98,0
2607,8782,15629603,S861,651,S2,Female,44,3,129835.81,1,0,0,132929.11,0
2608,9433,15608528,S1479,638,S2,Male,39,6,62397.41,2,0,0,96396.24,0
2609,6380,15654457,S1702,668,S0,Male,36,4,113935.09,1,1,1,138101.17,0
2610,4474,15776096,S2147,556,S2,Female,40,5,62397.41,2,1,0,81528.27,0
2611,8093,15637891,S2200,641,S2,Female,37,6,62397.41,2,1,0,116342.94,0
2612,8276,15661036,S2180,680,S2,Female,44,5,148507.14,1,1,1,125371.89,1
2613,6370,15594651,S71,503,S0,Male,39,4,62397.41,2,1,0,86552.04,0
